text,Source
"Of course, viruses don’t just “go away” regardless of the amount of propaganda or wishful thinking you throw at them. His theory, however, is telling. Trump’s strategy from the beginning of this crisis has been to minimize the threat and wish it away.",Expert (Spinde)
"In his failed bid for the Democrat nomination for 2020, Beto O’Rourke said churches that oppose same-sex marriage should lose their tax-exempt status.  In other words, toe the non-Biblical party line or else!",Expert (Spinde)
Impeachment Is Just Another Word For Delusional Democrats Holding The Nation Hostage,Expert (Spinde)
"Trump could sit on live TV, peeing his pants and whimpering that the protesters are coming for him, and his base would stick by him and claim to see courage in the urine puddles below his chair, just so long as he keeps the racism and the lib-triggering coming. They know he’s a “Bunker Boy,” but will pretend they don’t see it until the bitter end.",Expert (Spinde)
"Next came the sob stories. Those student loans are suffocating a generation, the candidates suggested. After all, “40 million of us who can’t start a family,” the diaper-changing daddy Swalwell contradictorily proclaimed, adding that they “Can’t take a good idea and start a business and can’t buy our first home.”",Expert (Spinde)
"President Donald Trump ridiculed Democrats promoting the Green New Deal on Thursday, during a campaign rally in Iowa.",Expert (Spinde)
Democrats Push Pork for Planned Parenthood in Coronavirus Package,Expert (Spinde)
We did consent to the lockdowns and now are suffering under the insanity that has flowed from them—economic suicide and petty local laws that serve no purpose other than to nanny us into submission.,Expert (Spinde)
"Facebook, YouTube and Amazon all answered with policy changes, removing some fear-mongering content related to vaccines.",Expert (Spinde)
"So, imagine the gall it would take to knock Winfrey for not being charitable enough. That’s what happened when a salty Instagram user slid into the comments under a photo Winfrey posted celebrating the graduates of Colorado College",Expert (Spinde)
In the past Putin has warmly welcomed home Russian agents arrested abroad.,Expert (Spinde)
"Donald Trump has taken heat for mostly refusing to mask up while performing his duties. This left the Biden camp with a choice to make when Joe woke up from political hibernation, and they went all in.",Expert (Spinde)
"Carmen Lodato wears a pin with her mother’s face — a reminder of the heart-wrenching murder six years ago in Alexandria, Va., that got her into the fight for gun control. ",Expert (Spinde)
"Franciscan friar Father Daniel Horan, a pro-LGBT priest and professor who will be speaking at the upcoming Los Angeles Religious Education Congress, took to Twitter this weekend to bash the March for Life and condemn without trial a group of white Catholic high school boys as “racists” for supposedly “taunting” a Native American man beating a drum.",Expert (Spinde)
"Abortionists, who prey on desperate people, should no longer receive your hard-earned tax dollars.",Expert (Spinde)
"Today’s mainstream media doesn’t want you to remember, but the early days of feminism were rife with ideological battles and  backstabbing that would put a medieval court to shame.",Expert (Spinde)
"Republicans will claim that they prioritize pro-life policies, and democrats will keep abortion sacrosanct.",Expert (Spinde)
That’s why a new proposal from a bevy of progressive lawmakers comes as a welcome and innovative addition to the policy arsenal: increasing the corporate tax rate in accordance with the gap between CEO pay and median worker pay.,Expert (Spinde)
"This is why Donald Trump is awake at 2:30 a.m., rage-tweeting. When he sleeps, he dreams, and his dreams are nightmares. He’s a frightened, desperate man. Every day, he turns on his television, and the death count from the COVID-19 virus keeps going up. ",Expert (Spinde)
Newly empowered Democrats in Washington and statehouses across the country are flexing their legislative muscle with a host of tax proposals that would affect billionaires and blue collar alike.,Expert (Spinde)
"As people sip cafecito and eat croquetas at the landmark restaurant, the buzz here these days is what Cubans say is the alarming rise of Democratic presidential frontrunner Sen. Bernie Sanders, whose unabashed defense of late Cuban dictator Fidel Castro has riled Cuban-Americans who view his comments as a personal attack.",Expert (Spinde)
"After witnessing the right-wing reaction to Greta Thunberg, the teenage climate activist from Sweden who spoke at the United Nations this week, there can be no doubt that modern-day conservatism, especially the Republican Party, functions primarily as a protection racket for the fragile egos of mediocre white men. ",Expert (Spinde)
"Even Richard Nixon, to whom Trump likes to compares himself to, was occasionally willing to venture out into crowds of protesters to talk to them. Trump, however, is such a wuss that he made his cadre of protectors tear-gas people rather than subject himself to a crowd’s insults. Far from proving he was a tough guy, Trump’s actions only led to another round of taunting about his wimpiness.",Expert (Spinde)
Some of the liberal opposition is often grounded in the mistaken belief that Warren’s plan would do more to reduce the racial wealth gap than Warren’s. The opposite is true: full cancellation would reduce the racial wealth gap more than Warren’s plan would. ,Expert (Spinde)
"A three-year-old girl in China’s Jiangsu province died after receiving a rabies vaccination last month, an ominous development in light of persistent scandals over low-quality and improperly-handled vaccines.",Expert (Spinde)
"Since the beginning, Biden has been grasping at the coattails of America’s first black president and relying on his administration’s laurels related to Obamacare, race relations, gun restrictions, and climate change.",Expert (Spinde)
But the British Government — and this one’s Conservative; imagine what a Labour one would be like! — is so wedded to green ideology and so nervous of the well-funded anti-fracking campaign industry that it has imposed such extreme precautionary principles on shale gas exploration that the fracking industry has effectively been strangled at birth with red tape.,Expert (Spinde)
"In February, Breitbart News’s John Binder reported that Trump’s travel ban halted almost all legal immigration from countries designated as sponsors of terrorism.",Expert (Spinde)
While Democrats were diverting the attention and energy of the entire country into a pointless trial that could not possibly have ended in anything other than President Donald Trump’s acquittal...,Expert (Spinde)
Trump proceeded to ignore multiple other attempts made over subsequent weeks by his advisers and Republican allies to get him to take the pandemic seriously. Instead he dismissed their warnings as “alarmist” and would go on to hold a number of rallies (seven) and golfing outings (three) between learning of Obama’s pandemic playbook and ultimately declaring a national emergency.,Expert (Spinde)
Democrats are shortsighted if they simply believe that creating new limits on gun ownership will increase Americans’ safety.,Expert (Spinde)
"Jose Acosta, 33-year-old Honduran immigrant, snuck into the U.S. eight months ago in Eagle Pass, Texas, but was apprehended weeks later in Houston on his way to a job in North Carolina.",Expert (Spinde)
"Liberal economist and New York Times opinion writer Paul Krugman, in a scathing column this week, warns that extreme events like the wildfires that have been devastating Australia are a preview of things to come — and he stresses that right-wing politicians who deny the reality of climate change are as great a threat as the events themselves.",Expert (Spinde)
"Oh for crying out loud. The desperation. Imagine if you got your news only from the New York Times, and how bigoted that would make you against non-liberals.",Expert (Spinde)
"For the latest grisly example of hypocrisy, “progressive” cronyism, feminist cry-bullying, and Deep State entrenchment, look no further than Britain’s Chief Medical Officer Dame Sally Davies.",Expert (Spinde)
While Democrats were busy diverting the attention and energy of the entire country into a pointless trial that could not possibly have ended in anything other than President Donald Trump’s acquittal...,Expert (Spinde)
"Donald Trump is not an ideas man. This has been a defining feature of his presidency. He’s not a learned policy wonk, understanding the complex nuances of law and governance. He is, at his core, just a former game show host and a con man.",Expert (Spinde)
The American president’s threat to reverse that decision and impose the metals tariffs is the latest example of his mercurial approach to trade policy.,Expert (Spinde)
"...immigrants as criminals and eugenics, all of which were once considered fringe and extreme. White nationalists embrace white supremacist and white separatist views.",Expert (Spinde)
"And sure, Republicans are stupid enough to go out and get infected, doing the virus’ dirty work for it. But the economy isn’t going anywhere as long as most people, who are sane and smart, refuse to put themselves in danger for a movie or haircut.",Expert (Spinde)
"Such rivals as House Speaker Nancy Pelosi and Senate Majority Leader Mitch McConnell saw overstepping in the name of climate change, a blown campaign rollout to even explain all of its aspirational aspects, and, more generally, a need to slap down an unruly first-year Democratic Socialist.",Expert (Spinde)
"Right-wing media sprung into action to try to discredit her, of course, by implying that a woman who graduated summa cum laude with an economics degree is a bimbo and with  Twitchy using a screenshot to make the usually genial Ocasio-Cortez somehow look like a ballbuster.",Expert (Spinde)
Officials at Dartmouth College looked the other way this week when a group of leftist student activists disrupted classes to bring attention to their support for the Green New Deal.,Expert (Spinde)
And his demagoguery around the Central American immigrant caravans and asylum-seekers continually obscure the fact that asking for asylum is an entirely legal form of immigration — even though Trump and his defenders now like to call it a “loophole.”,Expert (Spinde)
"If China’s actions in the coronavirus catastrophe offer any window into this communist regime’s machinations, deceitfulness, and debasement of human life, it is that the threat they represent is unlike anything America has faced.",Expert (Spinde)
"In addition to mocking Ivanka for her looks, the exhibit that invites people to throw trash at vacuuming Ivanka Trump lookalike demeans the First Daughter’s success as a business woman and White House advisor to that of a woman with a vacuum—as if something’s wrong with that, too. ",Expert (Spinde)
Climate Wunderkind Greta Thunberg has garnered gushing praise from celebrities during her environmental crusade.,Expert (Spinde)
"Jurek, a Sanders staffer in Iowa, was caught arguing that gulags were beneficial for the Soviet Union and suggesting they could be used to re-educate both Trump voters and billionaires.",Expert (Spinde)
"A plan known as the Fairness for High-Skilled Immigrants Act is a boon to Silicon Valley billionaires, big business elites, and outsourcing firms, as they would be able to readily import more lower-paid Indian and Chinese foreign workers to take American jobs that would have otherwise gone to American citizens.",Expert (Spinde)
"But Trump and his most ardent supporters seem almost physically repulsed at the very idea of wearing a mask. One Republican Ohio state legislator even claimed that since “we are all created in the image and likeness of God,” covering the face with a mask is an affront to God’s creation.",Expert (Spinde)
"The president’s likely opponent in the November elections, Democrat Joe Biden, was not among those who were inspired. Instead, tone-deaf as he is to the American people and the things of the Spirit, he said the president’s appearance outside the church shows he “is more interested in power than in principle.”",Expert (Spinde)
"Trump, who opted against giving a Super Bowl pregame interview last year, made several eyebrow-raising remarks during his interview with host Margaret Brennan, touching on topics including his plan to withdraw U.S. troops from Syria and whether he would let his 12-year-old son play football.",Expert (Spinde)
"The Democratic candidates predictably criticized the worst Trump administration immigration policies, such as families separated at the border and chronic uncertainty for undocumented people in the U.S., many of whom arrived decades ago as children.",Expert (Spinde)
"Not content to recede gracefully, or even to steer clear of various conspiracies on par with fluoride and gay frogs, Miss Havisham is still at it. This time, she’s got a righteous burn for President Trump, imagining how John F. Kennedy would have sounded had he written a letter to former Soviet leader Nikita Kruschev along the lines of Trump’s recent letter to Turkish President Recep Erdogan.",Expert (Spinde)
"For starters, Gautney, per her Twitter profile, is an associate professor of sociology at Fordham University, a private school located in New York City. None of this is a problem on its own; in a free society, people should be able to tweet whatever dumb things they want while working in whichever industry or field of research.",Expert (Spinde)
The Times’ about-face was just one example of a little Orwellian campaign that’s sprung up in the liberal media since the Disneyland measles outbreak to try to rewrite history by shoehorning vaccine opposition into the shopworn trope that it is conservatives who are “anti-science.”,Expert (Spinde)
Her proposal brings into sharp focus conservatives’ crusade to legislate control of women’s bodies through restrictive abortion bills and other measures that undermine reproductive rights.,Expert (Spinde)
The declaration that a man’s penis becomes a female penis once a man declares himself to be transgender is built on the transgender claim that men who say they are women are actually women. ,Expert (Spinde)
U.S. women’s soccer team co-captain Megan Rapinoe is begging prominent male soccer stars to must begin agitating for political causes.,Expert (Spinde)
"Ultimately, the best way to defeat the idea of white supremacy is to ignore cartoon villains like Spencer and Anglin. They’re bigots, losers, and attention-seekers who survive on the oxygen the media gives them.",Expert (Spinde)
The photograph of Katie Bouman sitting in front of her computer with the first black hole image instantly made her the face of the project — which is why an informal coterie of sexist trolls kicked off a sexist investigation to invalidate her contributions.,Expert (Spinde)
"This is a positive for the party’s electoral prospects, after a bitterly fragmented primary. Unfortunately, the people selected for the task forces demonstrate how not only the party establishment, but even an insurgent progressive like Sanders, privilege certain topics over others. The criminal justice reform task force is incredibly milquetoast.",Expert (Spinde)
"As a political calculation, it shows Biden’s campaign is confident about their standing with many suburban moderates who were swing voters in the past but have moved solidly into the Democratic Party during Trump’s presidency, offended by his bullying demeanor and chaotic style.",Expert (Spinde)
"In certain ways, 2020 feels a lot like 1968. Federal troops and local police are clashing with Black people sick of police brutality and discrimination. Americans are dying in massive, alarming numbers ― then, in the Vietnam war; now, as the coronavirus pandemic spreads across the nation. Americans are angry.",Expert (Spinde)
"Remarkably, the first three years of Trump’s presidency were relatively smooth sailing outside of self-inflicted crimes and mishaps. His actual approach to life was never fully tested in the Oval Office. Now, with the first real challenge of his presidency, he is utterly adrift.",Expert (Spinde)
"In fact, the scenario of killing babies after they're born that Trump depicted was ridiculously false.",Expert (Spinde)
"The idea behind the conspiracy is that these miracle vaccines — and they are medical miracles — can cause autism, when there is no data to back that up.",Expert (Spinde)
Inhibiting travel and commerce—not to mention making consular interviews deeply intrusive on a gendered basis—by imposing restrictions on pregnant women is an alarmist reaction to a small issue.,Expert (Spinde)
"Greta Thunberg, the teenage climate activist from Sweden, the 16-year-old’s steely-eyed courage has helped inspire kids across the country — and the world — to join her call to strike from school last week and stand up for more aggressive action to combat the climate crisis.",Expert (Spinde)
"There was no immediate confirmation from US officials about the alleged plan to slash US troop numbers in Germany and cap them at 25,000 in future. But Trump’s lukewarm support of longstanding cooperation agreements with European allies has long caused alarm on the continent.",Expert (Spinde)
"Thanks to the GOP’s commitment to voter suppression, paired with decades of phony rhetoric about voter fraud, millions of black and brown Americans have no access to the ballot box.",Expert (Spinde)
"Bear in mind that none of these moneyed elites did anything to earn these extraordinary bonanzas. They didn’t work any harder, didn’t get smarter, didn’t add anything of value to society but simply reclined in luxury and let their money make money. ",Expert (Spinde)
"The travel ban would not have prevented the country’s deadliest terrorist attacks in recent years, which were committed by right-wing Americans, not immigrants: the anti-immigrant extremist who killed 22 shoppers at a store in El Paso; the white supremacist who killed 17 students and teachers at a school in Parkland, Florida; or the anti-Semite who killed 11 worshipers at a synagogue in Pittsburgh.",Expert (Spinde)
"Unbelievably, with all they had seen their child suffer, his parents not only refused the doctor’s suggestion that he receive another DTaP vaccination they also declined all the other scheduled vaccinations the boy had missed.",Expert (Spinde)
Bevin’s downplaying of the necessity of vaccines is reckless — but deliberately infecting his children is much more so.,Expert (Spinde)
"A federal judge dismissed the United States women’s soccer team’s bid for equal pay on Friday, rejecting claims the players had been underpaid in a crushing defeat for the reigning world champions.",Expert (Spinde)
"We used to think of interracial marriage as a sign of social progress. Now, thanks to The New York Times, we know it’s just another sinister tool of white supremacy.",Expert (Spinde)
"In Tuesday night's debate, the two progressive senators de-escalated a tense round of tit-for-tat exchanges between their presidential campaigns over the charged issues of gender and electability.",Expert (Spinde)
President Donald Trump touted how his reversal of Obama-era regulations on the fossil fuel industry has led to the United States being the largest producer of oil and natural gas in the world during his State of the Union address on Tuesday at the U.S. Capitol.,Expert (Spinde)
"Even if you don’t speak white nationalist dog whistle, this speech is pretty shocking. Hawley is claiming that the United States is run, and has been run, by a secret group of international “elites” who value terrible things—such as education, achievement, and progress.",Expert (Spinde)
"The government wants to usurp parents, any chance they get. What consequences does this have in the lives of American families?",Expert (Spinde)
"CNN anchor Chris Cuomo was quick to defend climate activist Greta Thunberg from ""Trumpers"" who mocked her on Thursday but was quickly reminded about the settlement his network recently made with Covington Catholic High School student Nick Sandmann.",Expert (Spinde)
"In a part of the country where the rules about who can access abortion care vary dramatically from state to state, the COVID-19 pandemic has sewn another layer of confusion.",Expert (Spinde)
"As a result, income inequality now rivals that of the robber baron days of the early 1900s, when labor unions were virtually outlawed while corporate monopolies thrived.",Expert (Spinde)
"The U.S.-Saudi war in Yemen, the bloody war that Trump continued, over the bipartisan congressional objections, has generated the world’s worst humanitarian crisis, and it is farther than ever from success.",Expert (Spinde)
"Matters worsened for him when COVID-19 hit the United States and exposed him not just as a divisive buffoon, but a cynically incompetent one. The Administration delayed its response, worried that any action they took would hurt the stock market and erode Trump’s last remaining electoral strength.",Expert (Spinde)
"If sports don’t trump religion as the opiate of the masses, they have, until recently, been at least the background music of most of our lives.",Expert (Spinde)
"Republicans, however, are likely to vehemently oppose the plan to tax the wealthy.",Expert (Spinde)
"High unemployment numbers among foreign-born nationals have been an issue that has plagued Sweden for years, with reports often showing the migrant unemployment rate as being several times higher than that of native Swedes.",Expert (Spinde)
"While it’s perfectly evident that Trump does have racist supporters (which he is suspiciously reluctant to condemn), many contend that Trumpism is itself not racist, but merely a justified reaction to the Left’s racial patronage.",Expert (Spinde)
"But Bannon — the former Harvard Business School grad, Goldman Sachs managing director, and Hollywood mogul — cast California as a linchpin in the fight to halt the spread of what he called the globalist and elitist agenda. He urged Republicans to organize, rise up — and put up a fight to hold on to California House seats that are considered vulnerable in 2018.",Expert (Spinde)
"The leader of India, Prime Minister Narendra Modi, has been groomed by the right-wing, xenophobic and Islamophobic Rashtriya Swayamsevak Sangh (RSS) along with its polticial arm, the Bharatiya Janata Party (BJP).",Expert (Spinde)
"As Santa Claus loads his sleigh led by flying reindeer, climate change proponents are spreading the story of the animals’ plight because of global warming.",Expert (Spinde)
"Americans crashed the Selective Service Agency’s website in early January because of a false rumor that signing up for federal student aid through FAFSA also meant signing up for the draft. Luckily, it turns out that 18-year-olds don’t have to go to boot camp when they apply for student loans. But they could be signing up for burdensome debt.",Expert (Spinde)
"Donald Trump became the first U.S. president to attend the annual March for Life in Washington on Friday, unleashing a fierce attack on his Democratic rivals during a rally in an election-year show of support for opponents of abortion rights.",Expert (Spinde)
"But even after contracting a life-threatening infection that might have been prevented by a vaccine, his family stood firm on their anti-vax stance. ",Expert (Spinde)
"When did vaccines become politicized? Amid a measles outbreak, suddenly Republicans support anti-vaxxers.",Expert (Spinde)
"There can be no serious discussion of this issue, however, in 60-second sound bites. So, beyond the soak-the-rich shtick that shades every Democratic economic debate point, the candidates resorted to two tactics: shock and sob stories.",Expert (Spinde)
"It’s all part of an endless, dehumanizing Fox News campaign to silence opponents, and specifically to silence and intimidate Democratic women.",Expert (Spinde)
"Planned Parenthood, the abortion industry giant says the “white supremacy” and “systemic bias in policing” that “took George Floyd’s life” are the same factors involved in “attacks” on women’s abortion rights.",Expert (Spinde)
Democrats have made it clear they will sandbag the people we’ve elected to govern if we refuse to vote for Democrats. ,Expert (Spinde)
"Borrowing from Hillary Clinton, leftist Italian media have labeled those attending the pro-family Congress a “list of deplorables,” calling pro-life and pro-family advocates “neofascists” and “homophobes.”",Expert (Spinde)
Greenpeace co-founder and former president of Greenpeace Canada Patrick Moore explained to Breitbart News how Greenpeace’s original spirit of celebrating humanity was usurped by an anti-human Malthusian vision.,Expert (Spinde)
"The whiteness of the protests alongside the stark racial disparities in COVID-19 mortality underscores that the desire to reopen businesses is rooted in white supremacy. As if it weren’t already clear, in Michigan where the nation’s most prominent protest took place, armed white men demanded an end to the lockdown while carrying Confederate flags, swastikas, and nooses.",Expert (Spinde)
White people are being asked—or pushed—to take stock of their whiteness and identify with it more. This is a remarkably bad idea.,Expert (Spinde)
"For that matter, Christianity is equally anti-suicide. And yet, the Christian Right and many of President Donald Trump’s far-right white evangelical supporters have been encouraging behavior that is suicidal. ",Expert (Spinde)
"Among rich lefties, perhaps, this new reality was acceptable, as it dovetailed with their guilt over their own success.",Expert (Spinde)
"Hillary’s letter is painful. It’s riddled with stilted speech and a weak attempt to use swear words like that other future has-been who at least can kind of skateboard and pretend to air drum. Whether or not you agreed with Trump’s approach, at least his fondness for cuss words is authentic, something Hilldog struggles with.",Expert (Spinde)
"The DACA amnesty-for-wall funding plan is despised by Trump’s most loyal supporters who have warned the administration against caving to the big business lobby and billionaire donor class, both of which have pushed for an amnesty for illegal aliens for the last two years.",Expert (Spinde)
"The U.S. manufacturing jobs boom comes as free trade economists, billionaire donors, and establishment media pundits have routinely claimed that Trump’s 25 percent tariff on imported steel and ten percent tariff on aluminum would cripple the American economy.",Expert (Spinde)
"The irony, of course, is that the exhibit that invites people to throw trash at vacuuming Ivanka Trump lookalike reflects every stereotype feminists claim to stand against, oversexualizing Ivanka’s body and ignoring her hard work.",Expert (Spinde)
"At the time, Moynihan was primarily concerned that irresponsible politicians promising their constituents an insupportable array of handouts would jeopardize America’s economic well-being. ",Expert (Spinde)
"Alzheimer’s patients, lower-income preschool children, and HIV and cancer patients are among the Americans whose needs may go unmet so that the Trump administration can afford to detain thousands of migrant children.",Expert (Spinde)
"Sure, some people might prioritize Netflix and pumpkin spice lattes over student loan payments and retirement contributions. But for people like David (not his real name), a 32-year-old living in Harlem, New York, banking fees eat up a good chunk of his income.",Expert (Spinde)
"President Donald Trump accused Democrats of “politicizing” the deadly coronavirus during a campaign rally here on Friday, claiming that the outbreak is “their new hoax” as he continued to downplay the risk in the U.S.",Expert (Spinde)
"This, of course, was before the president ignored his national security team, withdrew U.S. forces from northern Syria, and effectively invited Turkey to launch a brutal offensive against our Kurdish allies.",Expert (Spinde)
"Voting in quasi-militarized settings was not confined to the nation’s capital. In Philadelphia, on election eve, the mayor announced a curfew that was slated to take effect an hour before its polls closed, but subsequently delayed it after an outcry by other city officials and activists. ",Expert (Spinde)
"And in return for the value you have created, the employment you have provided and the tax revenue you have generated, all you get is a bunch of chippy socialists and whiny Remoaners accusing you of being selfish, greedy, and unpatriotic.",Expert (Spinde)
"In February, Mexican illegal alien Pablo Hernandez was driving a pick-up truck when he struck a six-year-old boy and a 16-year-old teenage boy as they were crossing the street. ",Expert (Spinde)
"Of all the pandering showcased during Democrats’ attempts to win back the presidency, wiping out student debt ranked at or near the top.",Expert (Spinde)
"Should China be the first country to develop an effective vaccine, dictator Xi Jinping has promised to provide the world with “free” coronavirus vaccines paid for by Beijing. ",Expert (Spinde)
"On one hand, naive teenagers who signed off their financial futures to leftist, anti-American institutions would catch a break. The college cartel screwed you; now here’s a government waiver to make you forever grateful to the Democrats. ",Expert (Spinde)
"Thus far in the 2020 presidential campaign, Biden has flippantly downplayed the threat from China, only to quickly walk back his comments when he faced backlash.",Expert (Spinde)
The astute observer will note that China is not exactly eager to take in large numbers of migrants or refugees from beyond its borders.,Expert (Spinde)
"During the campaign, it was clear that much of the momentum behind NeverTrump was driven by narcissism, as well as by self-interest. NeverTrump gambled on a Hillary Clinton victory, preparing to blame Trump supporters and hoping to take revenge.",Expert (Spinde)
"These numbers also help illuminate Democrats’ thinking: Since Trump has no wiggle room with his base, they are content to watch consequences pile up, driving Trump’s overall numbers further into the ditch.",Expert (Spinde)
"Though the author reserved much of his political bile for Democrats, he also attacked Republicans and espoused some left-wing views, claiming that “our lifestyle is destroying the environment of our country.”",Expert (Spinde)
"The two men are known to be friendly and frequently golf together at Mar-a-lago. But apart from their friendship, Trump should feel a great bond with Limbaugh. After all, without his three decades of on-air bombast, bluster, and fearless defense of his audience, there likely would not be a President Trump.",Expert (Spinde)
"AOC, like all powerful women, has to go through a rigorous beauty regimen simply to exist in the public eye.",Expert (Spinde)
"Trump supporters obviously don’t want to admit this. If you turn on Fox News, read Breitbart and The Daily Wire or browse through the cesspools of YouTube or Reddit, you’ll find plenty of people who spin or defend Trump’s bungling.",Expert (Spinde)
"All of which serves as an important reminder: the president isn’t just ignoring scientists and related policy experts; he’s also ignoring his own administration that issued a related report, noting that climate change is a global security threat.",Expert (Spinde)
"President Donald Trump, however, would have us all eat our “one marshmallow now” with a reckless return to pre-pandemic life. He would risk igniting a second wave of infection, which would entail the needless sacrifice of thousands of more lives and a squandered chance to lay the foundation for a durable post-pandemic economy.",Expert (Spinde)
Obama’s joke about moat with alligators came to mind while reading a newly published report from the New York Times on Donald Trump’s zealotry on border policy.,Expert (Spinde)
"Cohen said political leaders are playing with fire when they promote white supremacist talking points, such as exaggerated claims of the security threat immigrants present and their supposed drain on public resources, to stoke their supporters.",Expert (Spinde)
"In court and in public, the administration defended the extreme and disruptive measure being based on national security considerations, though it was clearly an instantiation of Trump’s bigoted campaign promise to end all Muslim immigration to the United States.",Expert (Spinde)
Rowe then dismantled each of Atkins’ unsubstantiated points. He lambasted celebrities for constantly broadcasting their political opinions as though their views have any impact on most Americans.,Expert (Spinde)
"Michael Mann, arguably the world’s no. 1 climate alarmist, does not explain how it was possible for him to witness climate change “first hand,” which would be difficult to do, since by definition climate change — unlike weather — takes place over long periods of time.",Expert (Spinde)
Rep. Steve King’s (R-Iowa) comments on race earlier this month elicited a warranted firestorm of indignation across American politics and media.,Expert (Spinde)
"But existing U.S. sanctions already place such huge obstacles in the way of Iranian oil exports and imports of food, medicine, and other consumer products that it is hard to imagine what further pain these new sanctions can possibly inflict on the besieged people of Iran.",Expert (Spinde)
Trump’s evangelical cabal are behind Republican attacks on women’s reproductive rights.,Expert (Spinde)
This argument that the real way to end abortion is to make abortion unnecessary by establishing a generous cradle-to-grave welfare state is also an extension of the dishonest taunt that conservative Christians only care about babies before they’re born.,Expert (Spinde)
"In 2016, Donald Trump fueled his improbable presidential victory with an arsenal of catch phrases designed to incite and excite the Fox News and Breitbart audience who live in fear of America’s diversity and inevitable demographic changes.",Expert (Spinde)
"President Donald Trump's top health advisers – Anthony Fauci and Deborah Birx – showed up at a White House event Friday with protective masks, though the president himself continued to spurn any kind of face covering.",Expert (Spinde)
"This would not be the first time Biden has been criticized for his ideas on combatting climate change, which – in the past – have paled in comparison to the ideas offered by ultra-progressive Sanders, who rolled out a massive $16 trillion Green New Deal plan this week.",Expert (Spinde)
AP Confirms: Democrats Are Lying to the Public About Coronavirus Readiness...,Expert (Spinde)
"The result was a mess: car manufacturers, which had already begun taking steps to comply with the Obama-era tough fuel-efficiency standards for the auto industry, faced the prospect of having to make different vehicles to sell in different parts of the country.",Expert (Spinde)
"While falling short of calling half the nation “deplorable” as former Secretary of State Hillary Clinton did in 2016, the comments echo a deep disdain for a large population of the country increasingly perpetuated by left-wing elites in the wake of the George Floyd protests characterizing the U.S. as irredeemably racist.",Expert (Spinde)
"Liberals, sadly, were not prepared to let whiteness remain Times New Roman. They poked and they prodded, and eventually got the resentful backlash they were provoking.",Expert (Spinde)
"Parents held rare public demonstrations as fears of a government cover-up grew, driven by a history of vaccine problems turning out to be much worse than Chinese officials originally admitted, combined with the government’s tendency to suppress popular discontent and suppress those who ask awkward questions.",Expert (Spinde)
"Take, for example, the four reliably liberal Supreme Court justices, all of whom believe it’s OK to compel Americans to pay dues to political organizations they disagree with, to coerce them to say things they abhor, and to compel them to create things that undermine their principles.",Expert (Spinde)
"So while there may be a humanitarian crisis driving more vulnerable people to seek asylum in the United States, there is no security crisis.",Expert (Spinde)
"Remember how incensed people got when Trump floated his (admittedly, impractical) ideological test for immigrants.",Expert (Spinde)
"In the months that followed, all independent polling has found the American mainstream not only blames Trump and his party for the shutdown, but also does not want to spend billions of taxpayer dollars on an ineffective and unnecessary border wall.",Expert (Spinde)
"In his ongoing effort to differentiate between himself and Bernie Sanders, Joe Biden is touting background checks but ignoring the fact they do not stop mass public attackers.",Expert (Spinde)
Anti-vaccine groups take dangerous online harassment into the real world,Expert (Spinde)
"Sen. Elizabeth Warren, D-Mass., Thursday released a sweeping immigration plan that would dramatically increase the number of refugee admissions by nearly 800 percent from FY 2018 and 250 percent from the Obama years.",Expert (Spinde)
"On Tuesday, AOC once again ignited a media firestorm when she continued bashing President Trump's administration by alluding to Nazi Germany while describing the way Trump detained migrant families on the border.",Expert (Spinde)
"Of course, billionaires and corporations that reaped millions of dollars from the GOP tax cuts pumped some of that windfall into Republican campaigns, allowing Sen. Mitch McConnell, R-Ky., to retain control of the Senate.",Expert (Spinde)
"Donald Trump, by design, is a chaos monster who shovels crap out faster than people can process it.",Expert (Spinde)
Top Six Awful Democrat Ideas Senate Republicans Blocked from Coronavirus Bill...,Expert (Spinde)
"Last week, the House Judiciary Committee moved forward with plans for an expansive investigation into Trump World abuses, prompting White House Press Secretary Sarah Huckabee Sanders to release a rather intemperate press statement.",Expert (Spinde)
"Michael Mann, arguably the world’s no. 1 climate alarmist, goes on to make proclamations that only a publication as ideologically compromised as the Guardian would think to publish.",Expert (Spinde)
"During her acceptance speech for best actress in a limited television series for Fosse/Vernon, Williams went on a bizarre rant about the need for abortion rights in the United States and for American women to vote for pro-choice candidates during election years.",Expert (Spinde)
"The new “wealth tax” is not out of character for Warren, who has long railed against income inequality and the uber-rich, but would mark a move to the left by the party as a whole if it were adopted.",Expert (Spinde)
"Even the European Union (with the Maastricht Treaty in 1993) has adopted the radical economic and political ideologies of Thatcherism and Reaganism—neoliberalism—that benefitted wealthy elites while forcing austerity on its poorer member nations, inflicting massive pain and inciting right-wing movements in Greece, Spain and Italy, among others.",Expert (Spinde)
"But, yeah, good work each and every one of you reporters who made this fake story something to waste time on this week. You’re all hacks.",Expert (Spinde)
"Now, the data shows there is an aftershock in the form of the looming tsunami of student debt defaults that will hit communities of color the hardest, according to data compiled by the National Center for Education Statistics and Demos, a progressive think tank.",Expert (Spinde)
"With this in mind, the Trump administration reportedly hopes to reduce poverty in the United States, not by making a material difference in struggling families’ finances, but by tinkering with the threshold for what counts as poverty.",Expert (Spinde)
